CensusTract,State,County,PCTGQTRS,GroupQuartersFlag
28087000700,Mississippi,Lowndes County,15.77,0
28089030105,Mississippi,Madison County,15.21,0
28091950400,Mississippi,Marion County,13.74,0
28093950402,Mississippi,Marshall County,31.21,0
28105950100,Mississippi,Oktibbeha County,10.73,0
28105950400,Mississippi,Oktibbeha County,30.64,0
28105950601,Mississippi,Oktibbeha County,22.85,0
28109950300,Mississippi,Pearl River County,20.19,0
28117950300,Mississippi,Prentiss County,12.13,0
28121020500,Mississippi,Rankin County,98.82,1
28131020100,Mississippi,Stone County,13.29,0
28131020202,Mississippi,Stone County,10.77,0
28133950100,Mississippi,Sunflower County,50.74,0
28133950500,Mississippi,Sunflower County,14.87,0
28135950300,Mississippi,Tallahatchie County,43.23,0
28137950400,Mississippi,Tate County,15.5,0
28157950200,Mississippi,Wilkinson County,18.68,0
28163950100,Mississippi,Yazoo County,45.25,0
29001951000,Missouri,Adair County,93.85,1
29007950100,Missouri,Audrain County,36.0,0
29007950400,Missouri,Audrain County,12.0,0
29019000200,Missouri,Boone County,20.17,0
29019000300,Missouri,Boone County,14.15,0
29019000500,Missouri,Boone County,31.75,0
29019002100,Missouri,Boone County,10.51,0
29019002200,Missouri,Boone County,84.07,1
29021000600,Missouri,Buchanan County,40.72,0
29021000701,Missouri,Buchanan County,27.33,0
29021001200,Missouri,Buchanan County,14.0,0
29027070300,Missouri,Callaway County,31.41,0
29027070400,Missouri,Callaway County,23.3,0
29029950300,Missouri,Camden County,13.9,0
29031880800,Missouri,Cape Girardeau County,54.94,0
29047021401,Missouri,Clay County,23.98,0
29051010500,Missouri,Cole County,19.07,0
29051020198,Missouri,Cole County,47.62,0
29053950200,Missouri,Cooper County,40.5,0
29063080100,Missouri,DeKalb County,40.0,0
29077000100,Missouri,Greene County,27.59,0
29077000200,Missouri,Greene County,70.74,1
29077000600,Missouri,Greene County,14.38,0
29077000700,Missouri,Greene County,29.65,0
29077000800,Missouri,Greene County,32.86,0
29077005800,Missouri,Greene County,22.22,0
29089960300,Missouri,Howard County,16.89,0
29095001100,Missouri,Jackson County,17.03,0
29095004300,Missouri,Jackson County,13.28,0
29095007400,Missouri,Jackson County,14.05,0
29095007500,Missouri,Jackson County,27.11,0
29095013408,Missouri,Jackson County,10.93,0
29095015200,Missouri,Jackson County,17.14,0
29095015400,Missouri,Jackson County,10.51,0
29095015800,Missouri,Jackson County,24.11,0
29095015900,Missouri,Jackson County,53.89,0
29097010100,Missouri,Jasper County,14.05,0
29101960400,Missouri,Johnson County,38.07,0
29101980000,Missouri,Johnson County,32.7,0
29111970100,Missouri,Lewis County,17.13,0
29117480100,Missouri,Livingston County,28.64,0
29127960400,Missouri,Marion County,13.28,0
29133950100,Missouri,Mississippi County,42.32,0
29135385400,Missouri,Moniteau County,31.31,0
29147470300,Missouri,Nodaway County,31.36,0
29147470500,Missouri,Nodaway County,13.54,0
29161890400,Missouri,Phelps County,29.47,0
29161890800,Missouri,Phelps County,23.61,0
29163460300,Missouri,Pike County,32.24,0
29169470389,Missouri,Pulaski County,76.05,1
29169470600,Missouri,Pulaski County,61.27,0
29175490600,Missouri,Randolph County,30.06,0
29183310501,Missouri,St. Charles County,44.3,0
29183310502,Missouri,St. Charles County,15.85,0
29183310601,Missouri,St. Charles County,25.92,0
29187950300,Missouri,St. Francois County,34.4,0
29187950902,Missouri,St. Francois County,43.76,0
29189216300,Missouri,St. Louis County,61.77,0
29189216500,Missouri,St. Louis County,30.38,0
29189220300,Missouri,St. Louis County,12.03,0
29189221503,Missouri,St. Louis County,16.85,0
29195090500,Missouri,Saline County,20.39,0
29213480502,Missouri,Taney County,15.8,0
29215480100,Missouri,Texas County,21.05,0
29217950300,Missouri,Vernon County,12.61,0
29221460300,Missouri,Washington County,19.85,0
29225470402,Missouri,Webster County,21.04,0
29510106500,Missouri,St. Louis city,15.27,0
29510111100,Missouri,St. Louis city,10.15,0
29510112400,Missouri,St. Louis city,11.21,0
29510118400,Missouri,St. Louis city,63.07,0
29510118600,Missouri,St. Louis city,23.94,0
29510119102,Missouri,St. Louis city,10.35,0
29510119300,Missouri,St. Louis city,44.46,0
29510121100,Missouri,St. Louis city,19.17,0
29510125500,Missouri,St. Louis city,15.39,0
29510125600,Missouri,St. Louis city,18.16,0
29510126600,Missouri,St. Louis city,18.26,0
29510127000,Missouri,St. Louis city,37.57,0
30001000300,Montana,Beaverhead County,10.07,0
30013001200,Montana,Cascade County,19.44,0
30013010700,Montana,Cascade County,10.26,0
30017961600,Montana,Custer County,11.83,0
30021000300,Montana,Dawson County,10.12,0
30023000500,Montana,Deer Lodge County,22.42,0
30031001101,Montana,Gallatin County,57.38,0
30037000100,Montana,Golden Valley County,10.07,0
30049000800,Montana,Lewis and Clark County,23.28,0
30049001100,Montana,Lewis and Clark County,10.06,0
30051050100,Montana,Liberty County,17.23,0
30063000300,Montana,Missoula County,13.5,0
30063000500,Montana,Missoula County,31.19,0
30067980600,Montana,Park County,42.42,0
30073977200,Montana,Pondera County,18.16,0
30077000200,Montana,Powell County,27.2,0
30081000800,Montana,Ravalli County,17.03,0
30099000300,Montana,Teton County,13.13,0
30101980000,Montana,Toole County,100.0,1
30111000300,Montana,Yellowstone County,13.41,0
30111000402,Montana,Yellowstone County,13.48,0
30111000600,Montana,Yellowstone County,27.09,0
31001965600,Nebraska,Adams County,13.67,0
31001966100,Nebraska,Adams County,20.97,0
31019969600,Nebraska,Buffalo County,28.8,0
31045950700,Nebraska,Dawes County,14.04,0
31055000500,Nebraska,Douglas County,52.41,0
31055001200,Nebraska,Douglas County,17.5,0
31055001600,Nebraska,Douglas County,94.61,1
31055001800,Nebraska,Douglas County,33.22,0
31055002200,Nebraska,Douglas County,15.5,0
31055003800,Nebraska,Douglas County,10.3,0
31055004700,Nebraska,Douglas County,30.75,0
31055007001,Nebraska,Douglas County,23.12,0
31055007405,Nebraska,Douglas County,33.12,0
31097967600,Nebraska,Johnson County,29.79,0
31109000202,Nebraska,Lancaster County,19.28,0
31109000500,Nebraska,Lancaster County,13.96,0
31109000600,Nebraska,Lancaster County,99.95,1
31109000900,Nebraska,Lancaster County,11.47,0
31109001900,Nebraska,Lancaster County,38.37,0
31109002002,Nebraska,Lancaster County,10.27,0
31109002701,Nebraska,Lancaster County,14.43,0
31109003401,Nebraska,Lancaster County,20.88,0
31109003500,Nebraska,Lancaster County,100.0,1
31109003601,Nebraska,Lancaster County,100.0,1
31109983200,Nebraska,Lancaster County,96.97,1
31127968100,Nebraska,Nemaha County,10.63,0
31151960600,Nebraska,Saline County,11.08,0
31153010302,Nebraska,Sarpy County,44.57,0
31157953400,Nebraska,Scotts Bluff County,12.18,0
31159960300,Nebraska,Seward County,17.04,0
31177050101,Nebraska,Washington County,14.66,0
31179978700,Nebraska,Wayne County,21.35,0
32003000204,Nevada,Clark County,19.1,0
32003000301,Nevada,Clark County,15.47,0
32003000401,Nevada,Clark County,51.24,0
32003000516,Nevada,Clark County,16.97,0
32003000700,Nevada,Clark County,69.65,1
32003002603,Nevada,Clark County,29.53,0
32003004402,Nevada,Clark County,16.08,0
32003004602,Nevada,Clark County,13.71,0
32003005703,Nevada,Clark County,11.04,0
32003006001,Nevada,Clark County,17.11,0
32003007500,Nevada,Clark County,80.55,1
32003007800,Nevada,Clark County,31.08,0
32027960100,Nevada,Pershing County,24.89,0
32031000102,Nevada,Washoe County,13.97,0
32031001502,Nevada,Washoe County,27.68,0
32031002617,Nevada,Washoe County,17.72,0
32031003307,Nevada,Washoe County,11.94,0
32031980000,Nevada,Washoe County,94.01,1
32033970200,Nevada,White Pine County,20.71,0
32510000600,Nevada,Carson City,22.52,0
32510000800,Nevada,Carson City,41.23,0
33005970600,New Hampshire,Cheshire County,19.29,0
33005971401,New Hampshire,Cheshire County,50.76,0
33007950600,New Hampshire,Coos County,17.74,0
33009961000,New Hampshire,Grafton County,32.65,0
33009961602,New Hampshire,Grafton County,44.71,0
33011000102,New Hampshire,Hillsborough County,14.07,0
33011001900,New Hampshire,Hillsborough County,17.85,0
33011002800,New Hampshire,Hillsborough County,26.37,0
33013003006,New Hampshire,Merrimack County,10.34,0
33013032400,New Hampshire,Merrimack County,10.41,0
33013032500,New Hampshire,Merrimack County,12.36,0
33013032600,New Hampshire,Merrimack County,42.77,0
33013038000,New Hampshire,Merrimack County,13.52,0
33013040000,New Hampshire,Merrimack County,11.31,0
33013041000,New Hampshire,Merrimack County,20.74,0
33015060000,New Hampshire,Rockingham County,11.3,0
33015065007,New Hampshire,Rockingham County,24.65,0
33017080203,New Hampshire,Strafford County,77.2,1
33017080204,New Hampshire,Strafford County,78.14,1
34001002400,New Jersey,Atlantic County,11.12,0
34001011404,New Jersey,Atlantic County,10.82,0
34001983400,New Jersey,Atlantic County,98.06,1
34003023602,New Jersey,Bergen County,17.13,0
34003032104,New Jersey,Bergen County,59.15,0
34003042302,New Jersey,Bergen County,18.69,0
34003054400,New Jersey,Bergen County,10.63,0
34005702204,New Jersey,Burlington County,18.22,0
34005704600,New Jersey,Burlington County,14.71,0
34005704700,New Jersey,Burlington County,12.46,0
34005704801,New Jersey,Burlington County,21.14,0
34005704802,New Jersey,Burlington County,87.72,1
34005981802,New Jersey,Burlington County,98.48,1
34005982111,New Jersey,Burlington County,43.74,0
34007610300,New Jersey,Camden County,28.26,0
34007610400,New Jersey,Camden County,38.22,0
34007610600,New Jersey,Camden County,13.16,0
34007611500,New Jersey,Camden County,12.06,0
34009020500,New Jersey,Cape May County,20.06,0
34009021001,New Jersey,Cape May County,23.37,0
34009022000,New Jersey,Cape May County,21.15,0
34011010103,New Jersey,Cumberland County,100.0,1
34011010402,New Jersey,Cumberland County,99.6,1
34011020200,New Jersey,Cumberland County,16.86,0
34011020503,New Jersey,Cumberland County,51.08,0
34013001000,New Jersey,Essex County,27.7,0
34013001100,New Jersey,Essex County,47.36,0
34013004100,New Jersey,Essex County,12.31,0
34013006700,New Jersey,Essex County,13.77,0
34013007400,New Jersey,Essex County,46.7,0
34013008100,New Jersey,Essex County,21.46,0
34013009200,New Jersey,Essex County,15.77,0
34013019200,New Jersey,Essex County,26.87,0
34013021702,New Jersey,Essex County,10.88,0
34013022900,New Jersey,Essex County,40.62,0
34013023000,New Jersey,Essex County,11.53,0
34013980100,New Jersey,Essex County,100.0,1
34013980200,New Jersey,Essex County,98.64,1
34015501402,New Jersey,Gloucester County,16.98,0
34015501404,New Jersey,Gloucester County,52.3,0
34017002900,New Jersey,Hudson County,11.6,0
34017007200,New Jersey,Hudson County,11.48,0
34017007800,New Jersey,Hudson County,11.4,0
34017012700,New Jersey,Hudson County,32.41,0
34017014101,New Jersey,Hudson County,14.23,0
34017018701,New Jersey,Hudson County,48.02,0
34017020000,New Jersey,Hudson County,14.54,0
34019010701,New Jersey,Hunterdon County,23.9,0
34019011001,New Jersey,Hunterdon County,18.1,0
34019011800,New Jersey,Hunterdon County,25.99,0
34021001300,New Jersey,Mercer County,26.92,0
34021001800,New Jersey,Mercer County,18.79,0
34021002000,New Jersey,Mercer County,16.35,0
34021002400,New Jersey,Mercer County,100.0,1
34021003201,New Jersey,Mercer County,28.87,0
34021003703,New Jersey,Mercer County,50.85,0
34021004501,New Jersey,Mercer County,75.93,1
34023001506,New Jersey,Middlesex County,12.47,0
34023001901,New Jersey,Middlesex County,13.45,0
34023005100,New Jersey,Middlesex County,44.57,0
34023005300,New Jersey,Middlesex County,16.55,0
34023006002,New Jersey,Middlesex County,54.64,0
34023006203,New Jersey,Middlesex County,10.36,0
34023008800,New Jersey,Middlesex County,73.86,1
34023009000,New Jersey,Middlesex County,50.8,0
34023009300,New Jersey,Middlesex County,13.22,0
34025806201,New Jersey,Monmouth County,37.52,0
34025809903,New Jersey,Monmouth County,17.78,0
34025810401,New Jersey,Monmouth County,27.34,0
34027042600,New Jersey,Morris County,21.04,0
34027043200,New Jersey,Morris County,37.29,0
34027043301,New Jersey,Morris County,13.46,0
34027043700,New Jersey,Morris County,11.85,0
34029723100,New Jersey,Ocean County,12.65,0
34031154001,New Jersey,Passaic County,41.45,0
34031181800,New Jersey,Passaic County,33.87,0
34031182200,New Jersey,Passaic County,15.77,0
34031223900,New Jersey,Passaic County,99.01,1
34031246001,New Jersey,Passaic County,31.44,0
34033021300,New Jersey,Salem County,20.52,0
34035050100,New Jersey,Somerset County,10.67,0
34037373500,New Jersey,Sussex County,17.1,0
34037373700,New Jersey,Sussex County,13.13,0
34039033500,New Jersey,Union County,16.87,0
34039039900,New Jersey,Union County,48.12,0
34041031402,New Jersey,Warren County,13.34,0
35001000801,New Mexico,Bernalillo County,13.83,0
35001001800,New Mexico,Bernalillo County,82.7,1
35001002100,New Mexico,Bernalillo County,56.39,0
35001940600,New Mexico,Bernalillo County,28.57,0
35005000300,New Mexico,Chaves County,10.49,0
35006974201,New Mexico,Cibola County,12.95,0
35006974700,New Mexico,Cibola County,26.49,0
35009000900,New Mexico,Curry County,19.78,0
35013000201,New Mexico,Do̱a Ana County,17.83,0
35013001000,New Mexico,Do̱a Ana County,43.34,0
35013001500,New Mexico,Do̱a Ana County,12.21,0
35013001900,New Mexico,Do̱a Ana County,15.39,0
35015000100,New Mexico,Eddy County,15.83,0
35019961600,New Mexico,Guadalupe County,12.18,0
35025000702,New Mexico,Lea County,43.67,0
35029000600,New Mexico,Luna County,17.59,0
35035000601,New Mexico,Otero County,17.7,0
35035000602,New Mexico,Otero County,10.04,0
35035000902,New Mexico,Otero County,11.03,0
35041000300,New Mexico,Roosevelt County,21.33,0
35045000402,New Mexico,San Juan County,12.69,0
35045000607,New Mexico,San Juan County,19.27,0
35047957300,New Mexico,San Miguel County,13.79,0
35049000400,New Mexico,Santa Fe County,11.01,0
35049010601,New Mexico,Santa Fe County,12.36,0
35049980000,New Mexico,Santa Fe County,90.31,1
35053978302,New Mexico,Socorro County,12.89,0
35059950200,New Mexico,Union County,14.55,0
35061970700,New Mexico,Valencia County,17.69,0
36001000401,New York,Albany County,25.82,0
36001000404,New York,Albany County,99.5,1
36001000502,New York,Albany County,48.14,0
36001001100,New York,Albany County,12.57,0
36001002100,New York,Albany County,27.48,0
36001013601,New York,Albany County,26.43,0
36001013703,New York,Albany County,37.96,0
36001014301,New York,Albany County,10.97,0
36001014608,New York,Albany County,37.75,0
36003950300,New York,Allegany County,21.25,0
36003950800,New York,Allegany County,48.86,0
36005000100,New York,Bronx County,100.0,1
36005001900,New York,Bronx County,26.08,0
36005009300,New York,Bronx County,14.9,0
36005011800,New York,Bronx County,24.82,0
36005014300,New York,Bronx County,19.74,0
36005016200,New York,Bronx County,11.48,0
36005016900,New York,Bronx County,18.76,0
36005021700,New York,Bronx County,10.07,0
36005022000,New York,Bronx County,12.51,0
36005023100,New York,Bronx County,13.86,0
36005024800,New York,Bronx County,10.76,0
36005026300,New York,Bronx County,11.64,0
36005028400,New York,Bronx County,82.66,1
36005029600,New York,Bronx County,38.29,0
36005030100,New York,Bronx County,22.93,0
36005030900,New York,Bronx County,22.08,0
36005031000,New York,Bronx County,19.3,0
36005031400,New York,Bronx County,10.07,0
36005031800,New York,Bronx County,10.22,0
36005031900,New York,Bronx County,100.0,1
36005033500,New York,Bronx County,22.64,0
36005034300,New York,Bronx County,13.16,0
36005035100,New York,Bronx County,27.84,0
36005036700,New York,Bronx County,20.32,0
36005036800,New York,Bronx County,11.49,0
36005039700,New York,Bronx County,64.15,0
36007000700,New York,Broome County,10.45,0
36007001300,New York,Broome County,12.2,0
36007012800,New York,Broome County,16.14,0
36007012900,New York,Broome County,15.21,0
36007014302,New York,Broome County,67.92,1
36009961300,New York,Cattaraugus County,27.84,0
36011040800,New York,Cayuga County,22.01,0
36011042100,New York,Cayuga County,37.99,0
36013030100,New York,Chautauqua County,11.48,0
36013035902,New York,Chautauqua County,92.64,1
36013036300,New York,Chautauqua County,16.51,0
36015000300,New York,Chemung County,99.94,1
36015000600,New York,Chemung County,25.56,0
36015000700,New York,Chemung County,22.92,0
36015011200,New York,Chemung County,16.76,0
36019100400,New York,Clinton County,39.66,0
36019101100,New York,Clinton County,98.54,1
36021001300,New York,Columbia County,12.69,0
36023970800,New York,Cortland County,94.44,1
36025970900,New York,Delaware County,99.78,1
36027060201,New York,Dutchess County,27.06,0
36027070401,New York,Dutchess County,38.85,0
36027140101,New York,Dutchess County,32.79,0
36027150003,New York,Dutchess County,44.86,0
36027160003,New York,Dutchess County,17.49,0
36027220100,New York,Dutchess County,30.34,0
36027220201,New York,Dutchess County,14.16,0
36027410000,New York,Dutchess County,51.76,0
36027610000,New York,Dutchess County,99.28,1
36027640002,New York,Dutchess County,93.85,1
36029002502,New York,Erie County,11.43,0
36029004602,New York,Erie County,99.85,1
36029005202,New York,Erie County,25.13,0
36029005300,New York,Erie County,46.91,0
36029006201,New York,Erie County,100.0,1
36029009110,New York,Erie County,99.95,1
36029009112,New York,Erie County,14.75,0
36029009401,New York,Erie County,10.43,0
36029014904,New York,Erie County,100.0,1
36029016100,New York,Erie County,97.76,1
36029016500,New York,Erie County,53.17,0
36029016900,New York,Erie County,11.59,0
36031960498,New York,Essex County,12.41,0
36031960598,New York,Essex County,28.17,0
36033950502,New York,Franklin County,72.85,1
36033950800,New York,Franklin County,25.83,0
36033951100,New York,Franklin County,13.1,0
36037950400,New York,Genesee County,14.67,0
36039080800,New York,Greene County,100.0,1
36043011200,New York,Herkimer County,14.58,0
36045060200,New York,Jefferson County,11.77,0
36045060803,New York,Jefferson County,15.83,0
36045060804,New York,Jefferson County,34.08,0
36045062400,New York,Jefferson County,12.61,0
36047000301,New York,Kings County,11.46,0
36047000501,New York,Kings County,25.48,0
36047000900,New York,Kings County,13.52,0
36047001100,New York,Kings County,10.71,0
36047001300,New York,Kings County,31.34,0
36047001800,New York,Kings County,99.24,1
36047002901,New York,Kings County,15.13,0
36047003100,New York,Kings County,38.59,0
36047003700,New York,Kings County,27.95,0
36047003900,New York,Kings County,12.38,0
36047004100,New York,Kings County,12.42,0
36047004900,New York,Kings County,18.68,0
36047015300,New York,Kings County,16.18,0
36047019300,New York,Kings County,24.68,0
36047022100,New York,Kings County,10.31,0
36047029400,New York,Kings County,29.99,0
36047034000,New York,Kings County,29.85,0
36047035200,New York,Kings County,40.37,0
36047036502,New York,Kings County,17.05,0
36047044700,New York,Kings County,16.93,0
36047045300,New York,Kings County,20.23,0
36047061600,New York,Kings County,18.96,0
36047062200,New York,Kings County,12.67,0
36047080800,New York,Kings County,81.04,1
36047087800,New York,Kings County,15.07,0
36047090200,New York,Kings County,14.08,0
36047090800,New York,Kings County,15.46,0
36047097400,New York,Kings County,21.11,0
36047109800,New York,Kings County,15.49,0
36047113400,New York,Kings County,16.74,0
36051030500,New York,Livingston County,99.67,1
36051030800,New York,Livingston County,17.43,0
36051031000,New York,Livingston County,99.8,1
36053030501,New York,Madison County,25.38,0
36053030700,New York,Madison County,22.07,0
36053030900,New York,Madison County,47.66,0
36055001000,New York,Monroe County,17.91,0
36055003500,New York,Monroe County,29.72,0
36055003802,New York,Monroe County,100.0,1
36055003805,New York,Monroe County,34.39,0
36055009400,New York,Monroe County,38.94,0
36055010901,New York,Monroe County,10.61,0
36055012201,New York,Monroe County,42.99,0
36055013001,New York,Monroe County,24.87,0
36055013103,New York,Monroe County,44.4,0
36055013205,New York,Monroe County,10.15,0
36055015301,New York,Monroe County,84.14,1
36059300100,New York,Nassau County,13.91,0
36059406701,New York,Nassau County,14.04,0
36059407301,New York,Nassau County,59.44,0
36059407402,New York,Nassau County,16.14,0
36059407802,New York,Nassau County,70.47,1
36059416402,New York,Nassau County,13.73,0
36059518203,New York,Nassau County,18.35,0
36059980100,New York,Nassau County,100.0,1
36059981100,New York,Nassau County,99.86,1
36059982100,New York,Nassau County,97.92,1
36061001502,New York,New York County,13.7,0
36061002900,New York,New York County,24.12,0
36061003100,New York,New York County,46.63,0
36061003602,New York,New York County,22.56,0
36061004000,New York,New York County,19.59,0
36061004200,New York,New York County,47.07,0
36061004800,New York,New York County,16.54,0
36061005200,New York,New York County,21.19,0
36061005501,New York,New York County,10.82,0
36061005900,New York,New York County,14.61,0
36061006100,New York,New York County,26.82,0
36061006200,New York,New York County,42.28,0
36061006500,New York,New York County,15.8,0
36061006800,New York,New York County,20.58,0
36061006900,New York,New York County,12.47,0
36061007400,New York,New York County,11.3,0
36061009500,New York,New York County,36.25,0
36061010000,New York,New York County,10.09,0
36061010100,New York,New York County,28.23,0
36061010200,New York,New York County,19.57,0
36061011100,New York,New York County,10.88,0
36061011300,New York,New York County,15.38,0
36061011500,New York,New York County,12.9,0
36061014300,New York,New York County,100.0,1
36061014500,New York,New York County,16.04,0
36061015802,New York,New York County,14.49,0
36061016002,New York,New York County,17.76,0
36061016800,New York,New York County,27.7,0
36061019600,New York,New York County,10.43,0
36061019900,New York,New York County,27.3,0
36061020101,New York,New York County,64.64,0
36061020300,New York,New York County,64.52,0
36061020500,New York,New York County,51.24,0
36061020600,New York,New York County,11.83,0
36061020701,New York,New York County,24.48,0
36061023802,New York,New York County,49.95,0
36061024000,New York,New York County,100.0,1
36061025100,New York,New York County,10.45,0
36061026700,New York,New York County,24.16,0
36061029700,New York,New York County,100.0,1
36061031900,New York,New York County,90.91,1
36063024406,New York,Niagara County,37.68,0
36065021301,New York,Oneida County,13.17,0
36065021303,New York,Oneida County,16.35,0
36065025003,New York,Oneida County,55.73,0
36065025900,New York,Oneida County,99.3,1
36065026100,New York,Oneida County,19.61,0
36065026500,New York,Oneida County,96.19,1
36065026600,New York,Oneida County,99.55,1
36067001600,New York,Onondaga County,18.74,0
36067003000,New York,Onondaga County,15.82,0
36067003200,New York,Onondaga County,31.78,0
36067004301,New York,Onondaga County,48.41,0
36067004302,New York,Onondaga County,79.03,1
36067004600,New York,Onondaga County,13.59,0
36067005300,New York,Onondaga County,10.99,0
36067005602,New York,Onondaga County,96.17,1
36067006101,New York,Onondaga County,13.62,0
36067014600,New York,Onondaga County,20.78,0
36067014900,New York,Onondaga County,21.87,0
36067016100,New York,Onondaga County,10.7,0
36067016300,New York,Onondaga County,13.6,0
36069051900,New York,Ontario County,37.3,0
36071000100,New York,Orange County,23.18,0
36071011500,New York,Orange County,25.42,0
36071011900,New York,Orange County,21.45,0
36071013600,New York,Orange County,64.25,0
36071014700,New York,Orange County,15.14,0
36073040600,New York,Orleans County,26.44,0
36075021401,New York,Oswego County,45.82,0
36075021604,New York,Oswego County,10.7,0
36077591200,New York,Otsego County,62.78,0
36077591300,New York,Otsego County,98.69,1
36079010200,New York,Putnam County,15.01,0
36081003900,New York,Queens County,15.52,0
36081009900,New York,Queens County,100.0,1
36081014202,New York,Queens County,12.19,0
36081017100,New York,Queens County,25.0,0
36081019900,New York,Queens County,40.37,0
36081032000,New York,Queens County,23.29,0
36081035700,New York,Queens County,12.41,0
36081038302,New York,Queens County,94.64,1
36081042600,New York,Queens County,100.0,1
36081043400,New York,Queens County,17.23,0
36081043701,New York,Queens County,22.42,0
36081045200,New York,Queens County,35.65,0
36081046400,New York,Queens County,15.22,0
36081047200,New York,Queens County,10.32,0
36081084602,New York,Queens County,19.18,0
36081093800,New York,Queens County,15.01,0
36081096400,New York,Queens County,11.33,0
36081097204,New York,Queens County,18.68,0
36081101001,New York,Queens County,12.12,0
36081116100,New York,Queens County,10.85,0
36081126700,New York,Queens County,48.58,0
36081138502,New York,Queens County,100.0,1
36081146300,New York,Queens County,13.13,0
36081155102,New York,Queens County,14.36,0
36081156700,New York,Queens County,46.31,0
36083040600,New York,Rensselaer County,25.69,0
36083040700,New York,Rensselaer County,16.34,0
36083041300,New York,Rensselaer County,42.41,0
36083052402,New York,Rensselaer County,14.74,0
36085000300,New York,Richmond County,10.02,0
36085002700,New York,Richmond County,31.12,0
36085003900,New York,Richmond County,11.33,0
36085004700,New York,Richmond County,31.58,0
36085007500,New York,Richmond County,14.82,0
36085018100,New York,Richmond County,10.22,0
36085018702,New York,Richmond County,10.65,0
36085022600,New York,Richmond County,11.17,0
36085027900,New York,Richmond County,17.41,0
36087013001,New York,Rockland County,23.17,0
36087013002,New York,Rockland County,10.21,0
36087013003,New York,Rockland County,26.02,0
36087013200,New York,Rockland County,19.29,0
36089491100,New York,St. Lawrence County,96.17,1
36089491200,New York,St. Lawrence County,98.2,1
36089491400,New York,St. Lawrence County,29.8,0
36089491900,New York,St. Lawrence County,99.86,1
36089492100,New York,St. Lawrence County,25.78,0
36089492700,New York,St. Lawrence County,14.57,0
36091061303,New York,Saratoga County,99.84,1
36093020300,New York,Schenectady County,27.93,0
36093021001,New York,Schenectady County,67.63,1
36093033400,New York,Schenectady County,43.37,0
36095740300,New York,Schoharie County,100.0,1
36099950800,New York,Seneca County,35.66,0
36103122300,New York,Suffolk County,10.94,0
36103135005,New York,Suffolk County,13.07,0
36103158007,New York,Suffolk County,98.97,1
36103159106,New York,Suffolk County,12.71,0
36103190401,New York,Suffolk County,13.63,0
36103201100,New York,Suffolk County,10.37,0
36105951100,New York,Sullivan County,42.14,0
36105952100,New York,Sullivan County,14.91,0
36109000200,New York,Tompkins County,11.79,0
36109000300,New York,Tompkins County,90.28,1
36109000400,New York,Tompkins County,85.15,1
36109000600,New York,Tompkins County,13.51,0
36109001100,New York,Tompkins County,17.23,0
36109001200,New York,Tompkins County,96.53,1
36111951300,New York,Ulster County,13.7,0
36111952600,New York,Ulster County,13.68,0
36111953500,New York,Ulster County,54.36,0
36111954400,New York,Ulster County,24.82,0
36111954500,New York,Ulster County,36.56,0
36111954700,New York,Ulster County,14.24,0
36111955400,New York,Ulster County,24.13,0
36115081000,New York,Washington County,39.55,0
36119002204,New York,Westchester County,20.39,0
36119004300,New York,Westchester County,13.76,0
36119005702,New York,Westchester County,18.43,0
36119006600,New York,Westchester County,14.23,0
36119008602,New York,Westchester County,30.33,0
36119009300,New York,Westchester County,13.4,0
36119009702,New York,Westchester County,13.21,0
36119010300,New York,Westchester County,11.38,0
36119010400,New York,Westchester County,16.65,0
36119010901,New York,Westchester County,12.9,0
36119011400,New York,Westchester County,11.46,0
36119011800,New York,Westchester County,12.53,0
36119013201,New York,Westchester County,15.23,0
36119013700,New York,Westchester County,10.47,0
36119981000,New York,Westchester County,72.38,1
36119982000,New York,Westchester County,98.17,1
36119983000,New York,Westchester County,99.73,1
36119984000,New York,Westchester County,95.61,1
36119985000,New York,Westchester County,100.0,1
36121970200,New York,Wyoming County,48.68,0
36123150400,New York,Yates County,20.84,0
37001021600,North Carolina,Alamance County,30.14,0
37001021702,North Carolina,Alamance County,13.12,0
37003040600,North Carolina,Alexander County,15.22,0
37007920300,North Carolina,Anson County,26.78,0
37011930100,North Carolina,Avery County,12.52,0
37011930400,North Carolina,Avery County,34.58,0
37015960400,North Carolina,Bertie County,16.13,0
37019020603,North Carolina,Brunswick County,10.96,0
37021000100,North Carolina,Buncombe County,32.76,0
37021000400,North Carolina,Buncombe County,31.31,0
37021000800,North Carolina,Buncombe County,21.5,0
37021000900,North Carolina,Buncombe County,13.25,0
37021002701,North Carolina,Buncombe County,16.7,0
37023021301,North Carolina,Burke County,31.1,0
37023021400,North Carolina,Burke County,11.48,0
37031970101,North Carolina,Carteret County,12.34,0
37031970303,North Carolina,Carteret County,19.77,0
37033930200,North Carolina,Caswell County,22.44,0
37035010402,North Carolina,Catawba County,16.84,0
37045951501,North Carolina,Cleveland County,19.39,0
37047931000,North Carolina,Columbus County,12.15,0
37047931200,North Carolina,Columbus County,19.66,0
37049961202,North Carolina,Craven County,79.67,1
37051001100,North Carolina,Cumberland County,26.02,0
37051002502,North Carolina,Cumberland County,12.4,0
37051003402,North Carolina,Cumberland County,100.0,1
37051003403,North Carolina,Cumberland County,11.66,0
37051003404,North Carolina,Cumberland County,100.0,1
37051003406,North Carolina,Cumberland County,35.85,0
